,id,subject,text,classificacao,date,retweets,favorites,permalink
332,4.5428318579143885e+17,bridge river niteroi crack,Attention!!! Huge crack in Rio Niterói bridge? https: // www. facebook.com/tvrevolta/phot os / pb.169983389731783.-2207520000.1397141783. / 714343135295803 /? type = 3 & theater…… @SergioCabralRJ @eduardopaes_ Is this serious? #ForaDilma #ForaPT,fake,2014-04-10 12:42,0,0,https://twitter.com/PrSalomaoCarval/status/454283185791438848
339,4.5395449802602086e+17,bridge river niteroi crack,It is not crack. It is an expansion joint of the rio niteroi bridge,true,2014-04-09 14:56,0,0,https://twitter.com/nicsonolivier12/status/453954498026020864
5,1.1127197702253812e+18,squid forbes,"LULA WAS INDICATED BY THE FORBES MAGAZINE AS THE LARGEST THIEF IN THE WORLD ""@AndreiaSadi @depjorgesolla @BohnGass @CarlosZarattini @HenriqueFontana @senadorhumberto @gleisi @alefrotabrasil @kimpkat @ptbrasil @PTnoSenado @DepMarcMaMacIart @ Brasil .com / m9zoZYo9lI """,fake,2019-04-01 11:14,0,0,https://twitter.com/AontonioMarco/status/1112719770225381376
41,1.1050111384027054e+18,cancer cancer,"# Cancer has #CURE - plant (#ARANTO) Only those who have no knowledge will die of cancer. And you don't even know the ARANTO plant. Check this out my brothers ... let's spread this video to everyone ... amen ?? Maybe you know someone, or ... https: // www. facebook.com/ronybar/posts/ 10155785416296205…",fake,2019-03-11 4:42,0,0,https://twitter.com/RonyBar/status/1105011138402705408
181,1.1163172692007116e+18,dilma beauty 73,#We verify: It is false that Dilma Rousseff spent R $ 73 million in a beauty salon https: // br.yahoo.com/noticias/verif icamos-e-false-que-dilma-rousseff-spent-r-73-million- em-salao-de-beleza-192425468.html…,true,2019-04-11 9:29,0,0,https://twitter.com/SolracGo/status/1116317269200711681
183,1.1135207762406196e+18,israel helicopters,#We verify: It is false that Brazil bought or won 15 military helicopters from Israel http: // bit.ly/2OHp51N Via Agência Lupa # fakenão #fakenews #FactCheck #CheckBR # SerMultimídia,true,2019-04-03 16:16,0,0,https://twitter.com/albertogpo/status/1113520776240619520
199,1.1113050572601792e+18,marielle assassin pt,"#sbtbrasil After it was discovered that Marielle's killer was from the PT, it seems that she finally died. Nobody talks anymore.",fake,2019-03-28 13:32,0,0,https://twitter.com/ivam_pinheiro/status/1111305057260179456
221,1.1105699542801612e+18,cancer cancer,"- Inês, woman! Do you know this plant here? - And the name or something, right? - That! Cure even cancer, girl! I'm laughing, but I'm worried about this old man believing that a plant can cure cancer.",true,2019-03-26 12:51,0,1,https://twitter.com/detoneys/status/1110569954280161280
230,1.0178217442693324e+18,cancer cancer,"01 - Cancer has CURE - plant (ARANTO) Only those who have no knowledge die of cancer. And you don't even know the ARANTO plant. Check this out my brothers ... let's spread this video to everyone ... amen ?? Maybe you know someone, or ... https: // www. facebook.com/abrocha1/posts / 1687850284646027…",fake,2018-07-13 14:23,0,0,https://twitter.com/tambatur/status/1017821744269332482
269,1.1132015941857852e+18,israel helicopters,"15 of these donated to the Brazilian people, we were all happy, except the disgusting left. Those who bless Israel have the Eternal blessing! AH-64 Apache helicopters Now! https: // youtu.be/NsBU_xu_e_U via @YouTube",fake,2019-04-02 19:08,1,2,https://twitter.com/masoares44/status/1113201594185785351
341,29311318769.0,dilma beauty 73,"73, 07% of the polls counted: Dilma 53.16%, Serra 46.84%. Tight, but it's okay. # Elections",true,2010-10-31 18:18,0,0,https://twitter.com/airisacco/status/29311318769
342,1.1066263924295968e+18,dilma beauty 73,73 million in the beauty salon and Dilma didn't look pretty ...,fake,2019-03-15 15:41,0,2,https://twitter.com/HelenaOliver181/status/1106626392429596672
391,1.028889625513939e+18,cancer cancer,"@boninho research about a plant called Aveloz or also Aranto, they are plants that brought cancer cure to people in terminal phase including. Ana can take parallel to the treatment.",fake,2018-08-13 3:22,0,1,https://twitter.com/Bonamente2010/status/1028889625513938944
406,1.1163811521038828e+18,Marina Silva Radars,"@jairbolsonaro I heard that you had canceled the 8,000 radars ... And Marina Silva went to court and managed to release! How will you relate this? It's absurd it's happening like this",fake,2019-04-11 13:43,0,0,https://twitter.com/ludson_martins/status/1116381152103882755
414,1.1134259713638972e+18,israel helicopters,@sbtjornalismo shows the helicopters that President Bolsonaro got from the prime minister of Israel to bring to Brazil to fight crime in the slums.,fake,2019-04-03 10:00,0,0,https://twitter.com/JooViit53004360/status/1113425971363897344
422,1.1070439948512664e+18,dilma beauty 73,"Dilma spent 73 million on a beauty salon. She was supposed to look like the Croatian president, to say the least. https: // twitter.com/republica_ctba / status / 1106714033783222272…",fake,2019-03-16 19:20,0,0,https://twitter.com/AlexandreCSilv8/status/1107043994851266561
424,1.09510948559983e+18,squid forbes,Forbes elected Dilma one of the most powerful women in the world and stamped her face on the cover. Make no mistake. Lula was also on the cover of this magazine.,true,2019-02-11 20:57,0,3,https://twitter.com/TatiSant_Anna/status/1095109485599830016
433,1.0605877647381135e+18,squid forbes,"The renowned Forbes magazine brought this issue to the fore, reputing Lula to have a personal fortune estimated at more than R $ 2 billion dollars .... https: // gazetapolitica.com/2018/01/28/rev ista- forbes-reveals-fortune-billionaire-of-squid-one-of-the-richest-of-the-world /…",fake,2018-11-08 14:40,0,0,https://twitter.com/Canabarroz/status/1060587764738113536
443,1.0699949899235164e+18,squid forbes,Lula's fortune according to Forbes! https: // chainsdaescravidao.blogspot.com/2018/12/a-fort una-de-lula-de-accesso-com-forbes.html…,true,2018-12-04 13:40,0,0,https://twitter.com/edsonreis51/status/1069994989923516416
445,1.1139045270805912e+18,squid forbes,"The information is FALSE. The name of ex-president @LulaOficial is not in the ranking of the richest people in the world prepared by Forbes magazine in 2006. That year, 16 Brazilians made the list of billionaires, but Lula was not one of them. Check it out at: http: // bit.ly/2UwvC4C. pic.twitter.com/W1KT6vUhLQ",true,2019-04-04 17:41,29,74,https://twitter.com/agencialupa/status/1113904527080591360
484,1.1078295015081082e+18,cancer cancer,ARANTO plant q cures cancer. Watch this video. https: // www. facebook.com/10000046722373 8 / posts / 3089104594448418 /…,fake,2019-03-18 23:21,0,0,https://twitter.com/KlaudinhaKakau/status/1107829501508108289
489,1.1177420740555488e+18,israel helicopters,"I just shared a content on Facebook that said that Israel had 15 helicopters on the side for the Brazilian armed forces ... I took it in the tarraqueta. That's what gives content sharing by emotion, I didn't even check the source, so I don't fall for fake news ...",true,2019-04-15 7:50,0,0,https://twitter.com/SidMendes3/status/1117742074055548929
626,1.1098271581077135e+18,marielle assassin pt,"Has anyone noticed that Globo and the left stopped talking so much about Marielle? The reason? Ah, they found out that the killer and the boss are from a PT party. What, no? It seems to them that Marielle has finally died!",fake,2019-03-24 11:39,1,0,https://twitter.com/rezendeelielson/status/1109827158107713541
666,1.0653811141041644e+18,cancer cancer,Learn how to make ARANTO juice the right way to CURE cancer. Credits to Marcos Moura's Lula Channel on YouTube https: // www. facebook.com/laercio.santos demelo / posts / 1998056680262432…,fake,2018-11-21 20:07,0,0,https://twitter.com/laerciosantos18/status/1065381114104164352
669,1.111058252182229e+18,marielle assassin pt,"After the suspicion arose that Marielle's killer was from the PT, it seems that she finally died. Nobody talks anymore.",fake,2019-03-27 21:11,0,1,https://twitter.com/narryvan/status/1111058252182228995
678,7.78001193272537e+17,cancer cancer,"Aranto / In addition to acting in the treatment of cancer, it is great for healing skin diseases, injuries, wounds ... http: // fb.me/4kwx48FZQ",fake,2016-09-19 19:41,0,0,https://twitter.com/COLOSSALCOLOSSA/status/778001193272537088
690,1.1016620367805684e+18,cancer cancer,"Aranto the plant used to fight serious health problems, mainly cancer -mainly-cancer /…",fake,2019-03-01 22:54,0,0,https://twitter.com/gcruzmoreira/status/1101662036780568576
696,9.490168403527884e+17,cancer cancer,"Aranto cures cancer and many other diseases, research says! #TopbuzzBrasil http: // www. topbuzz.com/article/i65048 43243702714890? impr_id = 6507297237918304522 & gid = 6504843243702714890 & user_id = 6437966540242420746 & app_id = 1116 & c = tw & language = en…",fake,2018-01-04 17:37,0,0,https://twitter.com/Deniterencio/status/949016840352788480
708,1.093135959443542e+18,cancer cancer,"Aranto indicated for the treatment against cancer, aranto also serves to cure skin diseases, injuries, wounds, gangrene and hemorrhages. ... Due to its sedative effect, it is also said that aranto helps to treat psychological problems, such as schizophrenia. pic.twitter.com/QNu0TTxu0V",fake,2019-02-06 10:14,0,1,https://twitter.com/amaro_gledson/status/1093135959443542016
743,1.1060111175397376e+18,marielle assassin pt,Marielle's killer is a supporter of Lula and PT. pic.twitter.com/vJJasWeUwU,fake,2019-03-13 22:56,0,0,https://twitter.com/DanielZ06653228/status/1106011117539737606
777,1.120104715595989e+18,Marina Silva Radars,BICHO LOOKS AT THE FAKE NEWS LEVEL It is false that Marina Silva went to court to guarantee the installation of 8 thousand radars https: // piaui.folha.uol.com.br/lupa/2019/04/1 7 / verifamos-marina- radars /…,true,2019-04-21 20:19,12,50,https://twitter.com/JenioQuadros/status/1120104715595988994
778,1.1058613976138136e+18,marielle assassin pt,GOOD AFTERNOON ! # BolsonaroTemRazão Look at the shirt of Marielle's killer. Voter of PT and Lula. Say more what .... https: // www. facebook.com/antoniogoncalv eslages.lages / posts / 2123281837787886…,fake,2019-03-13 13:01,0,0,https://twitter.com/AntnioLa/status/1105861397613813761
824,1.1133719921058488e+18,israel helicopters,"Bradil wins Israel's 15 AH-64 Apache helicopters, the most advanced to fight organized crime. This is how a new… https: // www. instagram.com/luizamerico21/ p / Bvyc0zwBCPxiVp3BXMHosGcIJpdBMuL7dmSK000 /? utm_source = ig_twitter_share & igshid = dcmin1kh6czv…",fake,2019-04-03 6:25,0,0,https://twitter.com/LuizAmericoBR/status/1113371992105848832
826,1.1133807575343308e+18,israel helicopters,"Brazil wins Israel's 15, AH-64 Apache helicopters, the most advanced to fight organized crime .. Fruit of a new Brazil .. https: // www. facebook.com/1650742130/pos ts / 10211077661571366 /…",fake,2019-04-03 7:00,4,5,https://twitter.com/Real_Xandao/status/1113380757534330880
828,1.1136700911812526e+18,israel helicopters,"Brazil wins as a gift from Israel 15, AH-64 Apache helicopters, the most advanced to fight organized crime .. Tramp has no time !!!",fake,2019-04-04 2:10,0,1,https://twitter.com/sergiosouzabsb/status/1113670091181252608
851,4.491905868187648e+17,dilma beauty 73,"Petrobras' CPI and DILMA's drop in popularity cause this. See q beauty: PETR3 + 5, 73%; PETR4 + 5.69%; BB + 6.39%; ELET3 + 10.53% and ELET6 + 5.76%",true,2014-03-27 11:25,0,0,https://twitter.com/garimpodeacoes/status/449190586818764800
866,9.57457626320818e+17,squid forbes,Caraca Believe me. Forbes: Lula's personal fortune is estimated at 2 billion dollars!,fake,2018-01-28 0:37,0,0,https://twitter.com/fyatti1/status/957457626320818176
872,1.06566707492676e+18,squid forbes,"Call it what you are! Who is the fascist ??? Lula in the forbes with one of the richest in the world, his fortune exceeds the acronym of BILLIONS OF DOLLARS! https: // gazetapolitica.com/2018/01/28/rev ista-forbes-reveals-squid-billionaire-fortune-one-of-the-richest-in-the-world /? fbclid = IwAR3J-2cG0n1cdx_8tZQHPXHE2d_PbsrqLJf3MJQVVhck",fake,2018-11-22 15:03,0,0,https://twitter.com/ahocosta/status/1065667074926759937
928,1.109875541195264e+18,squid forbes,"Coxinha deserves study. He says that Lula and his sons are millionaires, we ask him where he saw this and he says he was on the cover of Forbes. So we showed that the cover was fake but they continued ... https: // www. facebook.com/miriam.moraes. 05 / posts / 2432270856783539…",true,2019-03-24 14:52,4,4,https://twitter.com/MiriamMMorais20/status/1109875541195264000
951,1.1186672307560776e+18,israel helicopters,THEY SAY ISRAEL DONATED 15 HELICOPTERS TO BRAZIL DURING BOLSONARO'S VISIT TO ISRAEL. Unreasonable lies. https: // www. rumors.org/brasil/israel- donated-helicopteros-guerra-brasil.html….,true,2019-04-17 21:07,0,0,https://twitter.com/jocelio_sales/status/1118667230756077573
957,9.625198837696224e+17,squid forbes,"According to the FORBES methodology, there are some billionaires who are politicians, Lula is not one of the ... https: // fb.me/3yE8cTVAt",true,2018-02-10 23:53,0,0,https://twitter.com/siamarr/status/962519883769622529
1012,1.1070610976207994e+18,marielle assassin pt,And now PTralhas? Marielle's killer is a member of the PT criminal organization and still wears a shirt with the photo of the arrested criminal leader. #CHUPAPThashes,fake,2019-03-16 20:28,0,0,https://twitter.com/GiovaniCamargo0/status/1107061097620799489
1035,1.1131610703850044e+18,israel helicopters,"WHILE CUBA, VENEZUELA, AMONG OTHERS GIVE US DECO, ISRAEL US FROM HELICOPTERS! # DIGANÃOAJUMENTISSE",fake,2019-04-02 16:27,0,0,https://twitter.com/nildoracine/status/1113161070385004545
1157,1.1083235453550428e+18,dilma beauty 73,"Meanwhile a beauty salon that @dilmabr frequented received the trifle of 73 million reais, this same Coaf did not disclose anything",fake,2019-03-20 8:04,0,0,https://twitter.com/Edson_inovee/status/1108323545355042819
1188,1.1138200010546584e+18,cancer cancer,This plant cures several types of cancer Today we are going to talk about a plant called Aranto (Kalanchoe daigremontiana) also known as the fortune flower. Madagascar native and introduced in Brazil by ... https: // business.facebook.com/mensagensana/p osts / 2378001202429095…,fake,2019-04-04 12:05,0,0,https://twitter.com/anafahd2013_de/status/1113820001054658563
1209,1.1092076143893996e+18,squid forbes,"I believe that the PT stole more in less time, in 8 years Lula made the foot of half a billionaire (adding the family's fortune exceeds 4 billion, Forbes Magazine)",fake,2019-03-22 18:37,0,0,https://twitter.com/Tom_brz/status/1109207614389399552
1211,1.1033254282012796e+18,squid forbes,I would like to know is how Lula appears in Forbes magazine with a fortune of around 2 billion reais? Was it Marisa Letícia's inheritance too?,fake,2019-03-06 13:04,0,0,https://twitter.com/copjoao/status/1103325428201279491
1234,1.0805260762904984e+18,cancer cancer,There are two teas that help cure cancer: Aranto and Graviola. Ask him to take it!,fake,2019-01-02 15:07,0,0,https://twitter.com/rhrabelo/status/1080526076290498560
1279,1.1221340009974784e+18,cancer cancer,"Aranto leaves are allies against cancer - Aranto plant that cures cancer. Originally from the island of Madagascar, in Africa, aranto was brought to America by slaves who, at that time, knew of its benefits. http: // videosnoyoutube.sharedalink.me/v2bmP",fake,2019-04-27 10:42,0,0,https://twitter.com/jancarle/status/1122134000997478401
1289,9.574577376418734e+17,squid forbes,Forbes: Lula's personal fortune is estimated at 2 billion dollars! https: // fb.me/8mifnmIsI,fake,2018-01-28 0:38,0,0,https://twitter.com/fyatti1/status/957457737641873409
1418,1.1080543130106756e+18,dilma beauty 73,DILMA / TEMER government paid R $ 73 million to a beauty salon in the countryside of Pernambuco https: // www. ricardoantunes.com.br/noticias/2297/ government-paid-r-73-million-to-beauty-salon-in-the-wild-of-pernambuco…,fake,2019-03-19 14:15,2,3,https://twitter.com/Ca_Moredi/status/1108054313010675712
1420,1.1131778158585076e+18,israel helicopters,Israeli government donates 15 AH-64 helicopters to Brazil during Bolsonaro's visit to Israel. https: // www. facebook.com/paulo.costa.52 03 / videos / 1853082438130949 /…,fake,2019-04-02 17:34,0,0,https://twitter.com/paulocncosta/status/1113177815858507776
1485,1.107086961397977e+18,dilma beauty 73,"PT inheritance: Beauty salon received R $ 73 million for technology services, spending on public money involving millionaire contracts with the beauty salon started in the Dilma Rousseff era. All Rights Reserved for the Republic of Curitiba. http: // republicadecuritiba.net/2019/03/15/her anca-petista-saloon-of-beauty-received-r-73-million-for-technology-services /…",fake,2019-03-16 22:11,3,6,https://twitter.com/Lope2Josue/status/1107086961397977089
1705,1.1157106322911108e+18,israel helicopters,"Israel donates 15 AH 64 helicopters to Brazil ... This helicopter is considered the most powerful in the world in attack on the ground ... Result of our president's efforts, while the PT plundered our money, Bolsonaro rescues reinforcements free of charge for our Armed Forces .... pic.twitter.com/Lszu3uc1y5",fake,2019-04-09 17:18,0,2,https://twitter.com/ELIASDE24188580/status/1115710632291110915
1708,1.1229349490642042e+18,israel helicopters,"Israel donated 15 AH-64 helicopters! He cuts the source of the shot right away. The banditry will now turn into a piece of Swiss cheese. Take care, bandit! Extermination is coming. If you want to live you will have to change your profession. pic.twitter.com/oOPgEqC2qN",fake,2019-04-29 15:45,2,2,https://twitter.com/CleriaOliveir10/status/1122934949064204288
1715,1.1182419179874468e+18,israel helicopters,"Israel donated AH-64 helicopters to Brazil! He cuts the source of the shot right away. Only artillery cannon can knock you down, but it is very difficult due to its speed. Take care, bandit! The exterminator is coming! pic.twitter.com/LgPVqSXi9p",fake,2019-04-16 16:57,7,16,https://twitter.com/MundongoOscar/status/1118241917987446786
1917,1.106900715614679e+18,dilma beauty 73,"Bro. I didn't know that @dilmabr's hair was so bad that it needs high technology in the beauty salon. But isn't 73 million overkill? Of course, @ptbrasil will say that it was necessary to keep the country looking good. https: // twitter.com/republica_ctba / status / 1106714033783222272…",fake,2019-03-16 9:51,0,0,https://twitter.com/Marcos2rr/status/1106900715614679043
2021,1.1132587074444902e+18,israel helicopters,"OUR PRESIDENT WORKS WITH LOVE FOR OUR BRAZIL Israel donated 15 AH-64 helicopters Now, yes! Let's see who is going to be a macho man to be bulldozing a rifle and .50 in the favela! We won 15 Apache AH-64 helicopters. pic.twitter.com/GK9PSwld29",fake,2019-04-02 22:55,0,0,https://twitter.com/nutafnutaf2/status/1113258707444490240
2144,1.116380706039632e+18,Marina Silva Radars,"PR @jairbolsonaro wants to end more than 8,000 radars and a Senator (Fabiano Contarato), Esquerdista, from REDE, Marina Silva's party, comes in with a request in court to force the government to deploy the radars. The Left really just wants to screw up the msm people.",fake,2019-04-11 13:41,1,2,https://twitter.com/fernandopaiva5/status/1116380706039631872
2234,1.115334728348e+18,cancer cancer,"The local website announces the cure of a cancer patient, supposedly in a terminal state, by Aranto, a medicinal plant. I am happy for the girl's recovery, but the spread of the news, without scientific proof, is very irresponsible.",true,2019-04-08 16:24,0,5,https://twitter.com/katiaandrade/status/1115334728348000256
2271,1.1062814724057496e+18,marielle assassin pt,"The panacas are posting a montage, a man in a Lula shirt, saying that this is Marielle's murderer, who is an infiltrator of the PT. Total well bottom, imagine the zap zap. You have to do something!",true,2019-03-14 16:50,0,3,https://twitter.com/tatiartes78/status/1106281472405749765
2294,9.083861871608012e+17,cancer cancer,PLANT THAT CURES CANCER ARANTO HOW TO USE http: // fb.me/1G4NnGlJG,fake,2017-09-14 14:45,0,0,https://twitter.com/jorgedepilares/status/908386187160801280
2365,1.121522466034266e+18,israel helicopters,"Congratulations President Jair !! Israel donated 15 AH-64 helicopters! I want to see the favela bandits bring this plane down. He cuts the source of the shot right away. Only artillery cannons knock him down, but it is very difficult due to the speed. If you want to live you will have to change your profession. pic.twitter.com/Xrm4cwZcca",fake,2019-04-25 18:12,0,0,https://twitter.com/galegacns1/status/1121522466034266112
2394,1.1191847804138208e+18,cancer cancer,"Can aranto plant cure cancer? DO NOT SHARE, because in addition to the information being FALSE, it can lead some people to death! Learn more: https: // www. rumors.org/saude/planta-a ranto-cura-cancer.html… # SaúdeÉCoisaSéria pic.twitter.com/ZXSUGbBhEN",true,2019-04-19 7:23,0,0,https://twitter.com/Arq_MauTavaresS/status/1119184780413820934
2443,1.116805452602458e+18,Marina Silva Radars,"President Bolsonaro, it is sad to see him give an order and come after a disqualified one like Marina Silva and try to overthrow what you ordered regarding the new radars on the roads. Are you going to stay for this? Or are you going to shut her up? You and your entire team are our hope.",fake,2019-04-12 17:49,0,0,https://twitter.com/junqueiralemos1/status/1116805452602458112
2483,1.1164008126227904e+18,Marina Silva Radars,I want to know why the President orders the radar to be removed and another Marina Silva comes and orders that the country and the President do not say anything about parents' drugs ... someone can answer me. https: // twitter.com/jairbolsonaro/ status / 1116157993127763968…,fake,2019-04-11 15:01,0,0,https://twitter.com/Selma50637470/status/1116400812622790656
2490,1.1069096721230602e+18,dilma beauty 73,"R $ 73,000,000 delivered to a Dilma beauty salon? Answer me!! https: // republicadecuritiba.net/2019/03/15/her anca-petista-saloon-of-beauty-received-r-73-million-for-technology-services /…",fake,2019-03-16 10:26,0,1,https://twitter.com/elton_aranha/status/1106909672123060224
2582,9.989035878655508e+17,squid forbes,"Forbes magazine reveals Lula's billionaire fortune. One of the richest in the world "". Http: // www. Odetetive.com/2018/01/revist a-forbes-reveals-fortuna.html…""",fake,2018-05-22 9:29,0,0,https://twitter.com/fredy3777/status/998903587865550850
2839,1.0631361806471496e+18,squid forbes,"Forbes magazine reveals Lula's billionaire fortune. One of the richest in the world "". Https: // gazetapolitica.com/2018/01/28/rev ista-forbes-reveals-fortune-billionaire-of-squid-one-of-the-richest-of-the-world /… Min. Sérgio I live in it !!! Search everything and repatriate values from accounts abroad! """,fake,2018-11-15 15:26,0,1,https://twitter.com/j_maete/status/1063136180647149569
3083,1.0619643571422656e+18,squid forbes,"Forbes magazine reveals Lula's billionaire fortune. ""One of the richest in the world"". :: Investment Profile https: // www. perfilinvestimento.com/l/revista-forb es-reveals-fortune-billionaire-of-squid-one-of-the-richest-in-the-world /… via @webnode",fake,2018-11-12 9:50,0,0,https://twitter.com/Vanjjo/status/1061964357142265857
3112,1.1067604943780904e+18,dilma beauty 73,Beauty salon received R $ 73 million for technology services in the Dilma government.,fake,2019-03-16 0:33,0,0,https://twitter.com/Elisio741/status/1106760494378090496
3148,1.0989177274635304e+18,squid forbes,"According to the American magazine Forbes, Lula has an equity of 2 billion dollars. I don't even know how much it is in cash! Lol",fake,2019-02-22 9:09,0,1,https://twitter.com/Marushi18/status/1098917727463530498
3319,1.1195821838475304e+18,israel helicopters,"Elite troop 3 soon in Rio de Janeiro, the Israeli army donates helicopters to help ostentatious policing! pic.twitter.com/ngemIAhErV",fake,2019-04-20 9:42,0,2,https://twitter.com/MarcioPaulopin1/status/1119582183847530496
3409,1.0719777971812352e+18,squid forbes,"Let's stop, don't stick to that anymore, where you were when Lula, according to 2006 forbes magazine, said he had a fortune of 2 billion. How did he get so rich? Explain there?",fake,2018-12-10 0:59,1,0,https://twitter.com/Nina43232626/status/1071977797181235200
3433,9.5902398129784e+17,squid forbes,"Via @estadao: Forbes clarifies viral that put Lula among billionaires of the year , 1067141 ...",true,2018-02-01 8:21,0,0,https://twitter.com/r_braulio/status/959023981297840129
3553,1.1178351085627432e+18,dilma beauty 73,[Agência Lupa] #Check: It is false that Dilma Rousseff spent R $ 73 million in a beauty salon https: // piaui.folha.uol.com.br/lupa/2019/04/1 0 / verifamos-dilma-rousseff- beauty salon/ …,true,2019-04-15 14:00,0,0,https://twitter.com/Cabral1957Paulo/status/1117835108562743296
3556,1.1190446608806052e+18,israel helicopters,[Agência Lupa] #We verify: It is false that Brazil bought or won 15 military helicopters from Israel https: // piaui.folha.uol.com.br/lupa/2019/04/0 3 / verifamos-helicopteros-israel /…,true,2019-04-18 22:06,0,0,https://twitter.com/daniboghossian/status/1119044660880605184
3583,1.1163292680223168e+18,dilma beauty 73,how the fuck would Dilma spend 73 MILLION REAIS in a beauty salon ????,fake,2019-04-11 10:16,0,2,https://twitter.com/beabarb_/status/1116329268022317056
3588,1.0733373338842932e+18,cancer cancer,"health tips: get to know aranto, which is the plant that cures cancer",fake,2018-12-13 19:02,0,0,https://twitter.com/contesamuel/status/1073337333884293121
3594,1.1192657926783424e+18,squid forbes,"spreading fakenews is ugly. I looked for the Forbes link giving these billions to Lula and I couldn't find it. that's why you believe so many lies, you spread false news without checking the source just because the lie suits you. cowards.",true,2019-04-19 12:45,2,8,https://twitter.com/detremura/status/1119265792678342658
3706,1.113530747028222e+18,squid forbes,It is #FAKE that Lula appears on Forbes magazine's list of the richest in the world. #FatoouFake http: // glo.bo/2uK0dNN pic.twitter.com/6B1qIFc9rB,true,2019-04-03 16:56,15,25,https://twitter.com/OGloboPolitica/status/1113530747028221958
3721,1.115682876316631e+18,dilma beauty 73,It is false that Dilma spent R $ 73 million on a beauty salon. Read more at: http: // bit.ly/2P0tFZ4 via Aos Fatos | In search of truth in politics. # fakenão #fakenews #FactCheck #CheckBR #SerMultimidia,true,2019-04-09 15:28,0,0,https://twitter.com/albertogpo/status/1115682876316631044
3723,1.1135308732765592e+18,israel helicopters,It is false that Israel donated 15 helicopters to Brazil; video shows Turkish aircraft - To the Facts http: // dlvr.it/R26Vcx,true,2019-04-03 16:57,0,0,https://twitter.com/CamilaAguiarBR/status/1113530873276559361
3725,1.1142227697918034e+18,israel helicopters,It is false that Israel donated 15 helicopters to Brazil; video shows Turkish aircraft https: // aosfatos.org/noticias/e-fal so-that-israel-donated-to-brazil-15-helicopters-video-shows-turkish-aircraft /… #factchecking via @aosfatos,true,2019-04-05 14:46,1,1,https://twitter.com/belaccioy/status/1114222769791803399
104,1.0905806082612796e+18,mourao globe cut funds,The extreme press party is desperate. Yesterday Globo News was licking Mourão's balls. Today they are planting these oddities. The cut of state advertising funds for the Globo group by the way will be fatal ...,fake,2019-01-30 9:00,0,1,https://twitter.com/romulo_cunh/status/1090580608261279744
105,1.0888763883027046e+18,mourao globe cut funds,"The great Brizola must be applauding, at his grave, President Jair Messias Bolsonaro and General Mourão for cutting funds for Rede Globo. pic.twitter.com/UDkpPipaIP",fake,2019-01-25 16:08,1,2,https://twitter.com/EraldoJocelito/status/1088876388302704640
106,1.0887967777367448e+18,mourao globe cut funds,"G. Mourão cuts 100% of funds from the media, Folha de S.Paulo, Estadão, GloboNews and O Globo may declare bankruptcy in a few days. will result in the dismissal of artists and presenters.",fake,2019-01-25 10:52,0,2,https://twitter.com/Gian_Brasil10/status/1088796777736744960
1100,1.0949542769531658e+18,jean adelio,"Guys, there was a transfer from Jean Wyllys account to Adélio Bispo account of R $ 50,000.00. A week before the attack, Adélio was in Maria do Rosário's office. The principals were Jean Wyllys and Maria do Rosário.",fake,2019-02-11 10:40,1,0,https://twitter.com/BrancaFrade/status/1094954276953165825
1101,1.0949513644201408e+18,jean adelio,"Hey, if you don't know, there was a transfer of money from Jean Wyllys' account to Adélio Bispo's account of R $ 50,000.00. Jean Wyllys and Maria do Rosário are responsible for the attack.",fake,2019-02-11 10:28,1,4,https://twitter.com/BrancaFrade/status/1094951364420141056
1159,1.119706815355392e+18,jair time personality,Is it fake that Jair Bolsonaro was chosen personality of the year by Time Magazine https: // cbn.globoradio.globo.com/media/audio/23 2764 / e-fake-que-jair-bolsonaro-was-chosen-personalid.htm? fbclid = IwAR0jdt_Fq39Fl71-g4ZbwoWTmfYh6YFhLXQJ_tHGmi2tH2ahNFc7mTOTxv0…,true,2019-04-20 17:58,48,71,https://twitter.com/TomeiAbuso/status/1119706815355392000
1165,1.1196326698710464e+18,jair time personality,"Jair Bolsonaro was not elected Person of the Year by Time magazine ""https: // noticias.uol.com.br/confere/ultima s-noticias / 2018/12/14 / bolsonaro-not-been-elected-personality-of-the-year -by-time-magazine.htm? fbclid = IwAR0WzDRXhLXLXMKezrY9nW7vyGyfpS5QdHmM9hkXA62BnZdn5RFmLTtk1YQ… """,true,2019-04-20 13:03,0,0,https://twitter.com/DarthSitna/status/1119632669871046657
1233,1.1192761628685024e+18,jair time personality,"# BolsonaroTop100 A man, a myth, a phenomenon! He started alone and now has over 58 million Brazilians at his side! Personality of the year and Time magazine's top 100! Without delay, with you @jairbolsonaro, President of Brazil! @governodobrasil @TIME pic.twitter.com/WDQ53CwQE6",fake,2019-04-19 13:26,2,2,https://twitter.com/Gavansky/status/1119276162868502528
1256,1.1192197353365626e+18,jair time personality,"Jair Bolsonaro was not elected Personality of the Year for the re-election. Time ""@UOLNoticias @UOL https: // noticias.uol.com.br/confere/ultima s-noticias / 2018/12/14 / bolsonaro-nao-was-elected-personality-of-the-year-by-time-magazine .htm… """,true,2019-04-19 9:42,0,0,https://twitter.com/joseorllando/status/1119219735336562688
